,date,username,text,retweets numbers
23,2018-08-31 06:13:15,dailydatadigest,"So I get it #rstats people - #tidyverse is sexy, and flattens out the learning curve for people new to #datascience . But once you're up and running, don't forget to look under the hood and see how things work. This is the only way you'll be able to diagnose and fix obscure bugs.",0
24,2018-08-31 06:10:05,psolymos,#birding related posts by @rOpenSci https:// ropensci.org/tags/birder/ #rstats #datascience #openscience,0
25,2018-08-31 06:09:18,chrisprener,"whelp, my #rstats data package testDriveR is out the door to CRAN - I've been teaching with it for a year now... fingers crossed! Package details - https:// chris-prener.github.io/testDriveR/",0
26,2018-08-31 06:05:22,dailydatadigest,"Or you could try something different and give @b__k 's Apophenia a go ( http:// apophenia.info ) - a #C + #sqlite stats library with { #JuliaLang , #rstats } wrappers. It's not mainstream or trendy (surely a good sign) but it works and you'll learn a lot about stats AND programming.",0
27,2018-08-31 06:04:19,AnalyticsFrance,"Slack and Plumber, Part One - https:// ift.tt/2N5t5L5 #rstats",0
28,2018-08-31 06:03:25,DataScientistsF,"Slack and Plumber, Part One #rstats https:// ift.tt/2N5t5L5",0
29,2018-08-31 06:03:15,DerFredo,"Posted by R Views, now on R-bloggers: Slack and Plumber, Part One #rstats https:// ift.tt/2N5t5L5",0
30,2018-08-31 06:02:29,DataScienceFr,"Slack and Plumber, Part One - https:// ift.tt/2N5t5L5 #rstats",0
31,2018-08-31 06:02:20,AnalyticsFr,"Slack and Plumber, Part One - https:// ift.tt/2N5t5L5 #rstats",0
32,2018-08-31 06:02:12,AdamGruer,Next release of @rstudio is gonna be the sizzle for all you pythonistas #rstats #rlang https:// twitter.com/axiomsofxyz/st atus/1033073885640568832 …,9
33,2018-08-31 06:00:17,Rbloggers,"Slack and Plumber, Part One https:// wp.me/pMm6L-IbT #rstats #DataScience",1
34,2018-08-31 06:00:01,dailydatadigest,"Before going down the data.table route, which will lock you down to the #rstats ecosystem, why not try separating out storage and analysis and give { #sqlite or #monetDBlite } + #rstats a go? You can then take advantage of other frameworks (e.g. #NumPy ) further down the line...",0
35,2018-08-31 05:32:01,stefjacinto,"This is a fantastic resource for anyone working with cross-functional teams, where some team members are using R but others are more versed in #Excel ! #Rstats https:// twitter.com/revodavid/stat us/1035260291657945090 …",0
36,2018-08-31 05:31:06,FrankSmithXYZ,I forgot to mention this is a great opportunity for someone who’s really into #rstats and #dataviz and #GIS ... https:// twitter.com/franksmithxyz/ status/1034532021534699527 …,1
37,2018-08-31 05:30:31,embubiz,#CRAN #rstats #metapackages https:// lnkd.in/gBDS8fd,0
38,2018-08-31 05:29:09,rweekly_live,Tips for analyzing Excel data in R @MicrosoftR #rstats #datascience https:// link.rweekly.org/bjk,0
39,2018-08-31 05:21:06,data_d1va,"RT KirkDBorne ""R lovers paradise! >> Comprehensive Collection of One-page Survival Guides for doing #DataScience with R: https:// bit.ly/1eFR9XX #abdsc #Rstats #BigData #MachineLearning #DataMining #PredictiveAnalytics #Coding #DataScientists pic.twitter.com/RSf9TnwJs6 "" #DataScie …",0
40,2018-08-31 05:20:00,KirkDBorne,R lovers paradise! >> Comprehensive Collection of One-page Survival Guides for doing #DataScience with R: https:// bit.ly/1eFR9XX #abdsc #Rstats #BigData #MachineLearning #DataMining #PredictiveAnalytics #Coding #DataScientists pic.twitter.com/dBjR2mGshB,47
41,2018-08-31 05:17:42,revodavid,"With BERT ( https:// bert-toolkit.com / ), you can run R functions from Excel's formula bar. This and other great R/Excel tips from the guide by @alycolumbus http:// blog.revolutionanalytics.com/2018/08/how-to -use-r-with-excel.html … #rstats pic.twitter.com/VurjJLEzr7",217
42,2018-08-31 05:11:53,chrisBowdata,Writing an R package from scratch https:// paper.li/chrisBowdata/1 519243807?read=https%3A%2F%2Fr%2Dmageddon.netlify.com%2Fpost%2Fwriting%2Dan%2Dr%2Dpackage%2Dfrom%2Dscratch%2F … #rstats,0
43,2018-08-31 05:06:57,CollinVanBuren,"I FIXED IT, I WIN THIS ROUND, R!!! #Rstats #Rwin https:// twitter.com/CollinVanBuren /status/1035249872121815040 …",0
44,2018-08-31 05:03:17,DerFredo,"Posted by Florian PrivÃ©, now on R-bloggers: Fast R functions to get first principal components #rstats https:// ift.tt/2Pj5h3W",0
45,2018-08-31 05:02:28,DataScienceFr,Fast R functions to get first principal components - https:// ift.tt/2Pj5h3W #rstats,0
46,2018-08-31 05:02:16,AnalyticsFr,Fast R functions to get first principal components - https:// ift.tt/2Pj5h3W #rstats,0
47,2018-08-31 05:02:08,CRANberriesFeed,CRAN updates: lero.lero http:// goo.gl/5g3iZ #rstats,0
48,2018-08-31 05:00:19,privefl,There are fast ways to get first PCs in #rstats https:// twitter.com/Rbloggers/stat us/1035254799132975104 …,1
49,2018-08-31 04:59:19,yobrenoops,More #gganimate #strava fun in #rstats . Looking at elevation by distance from start. A couple of laggards where the GPS didn't kick in but it's good to see how much I speed up on the way back down! pic.twitter.com/I58EVDh2gw,0
50,2018-08-31 04:59:14,AnalyticsFrance,Fast R functions to get first principal components - https:// ift.tt/2Pj5h3W #rstats,0
51,2018-08-31 04:58:20,DataScientistsF,Fast R functions to get first principal components #rstats https:// ift.tt/2Pj5h3W,0
52,2018-08-31 04:55:52,Rbloggers,Fast R functions to get first principal components https:// wp.me/pMm6L-IbQ #rstats #DataScience,11
53,2018-08-31 04:53:49,PyData,"Python or R? Trick question: Both! Check out our PyData video playlist of R talks, including: ""A Beginner's Guide to Random Forests - R vs Python"" by Linda Uruchurtu: https://www. youtube.com/watch?v=fFPsjp P5Shs&index=16&list=PLGVZCDnMOq0qsZzLId0WppX-il0jzIfR5&t=0s … #rstats #scikitlearn #sklearn Don't forget to subscribe for updates!",4
54,2018-08-31 04:53:36,spoonbill_hank,Teaching a short workshop this fall on mapping in R. If you had 4 hours to teach/learn something about spatial data in #Rstats what would it be?,0
55,2018-08-31 04:53:20,mdsumner,Take note rgl #rstats shade3d takes W in fourth row of $ vb (confused for ages coz quad $ ib also has four rows) https:// twitter.com/SebAaltonen/st atus/1035244878308024322 …,0
56,2018-08-31 04:46:43,PyData,Keep up to date on the latest from @NumFOCUS sponsored projects — sign up for the NumFOCUS newsletter: http:// eepurl.com/c76bir #python #pydata #julialang #rstats #bayesian #bigdata #machinelearning #dataviz #openscience #opendata #opensource #oss #datascience pic.twitter.com/dK3SW8RIcJ,0
57,2018-08-31 04:44:06,big_bad_sam,Why use #rstats in 5 words https:// twitter.com/mdsumner/statu s/1035237525940367360 …,1
58,2018-08-31 04:34:20,datascienceplus,How to create a loop to run multiple regression models https:// datascienceplus.com/how-to-create- a-loop-to-run-multiple-regression-models/ … #rstats via @datascienceplus,1
59,2018-08-31 04:33:43,EmoryEPI,“There is no such thing as a computational person” - Important message from @analog_ashley about #programming skills gap in #research #growthmindset #epidemiology #publichealth #SAS #rstats #STATA https:// medium.com/the-spike/ther e-is-no-such-thing-as-a-computational-person-cca658b5c8f9 …,4
60,2018-08-31 04:32:54,nubededatos,Gráficos de An Introduction to Statistical Learning con ggplot2 - Parte 4 http:// nubededatos.blogspot.com/2018/08/grafic os-de-introduction-to-statistical_30.html?spref=tw … #rstats #ggplot2,0
61,2018-08-31 04:31:34,DrMowinckels,"dear #neurotweeps , did you know about https:// neuroconductor.org / ? I had no idea of this, and it could have spared me some time! I know must of you are avid python or MATLAB users, but oh my is this changing my #rstats game!",0
62,2018-08-31 04:31:26,NumFOCUS,Give back to the #opensource #datascience tools you use every day — become a NumFOCUS member! https://www. numfocus.org/membership/?ut m_source=Twitter&utm_medium=Donor_Quote … #python #pydata #julialang #rstats #bayesian #bigdata #machinelearning #dataviz #openscience #opendata pic.twitter.com/N1WO4rrYuc,0
63,2018-08-31 04:21:04,pedro_jordano,"Great #rstats tools for modeling habitat and microhabitat complexity in ecological studies, package rayshader https:// github.com/tylermorganwal l/rayshader … https:// twitter.com/thomasp85/stat us/1035150214590545920 …",3
64,2018-08-31 04:11:12,sharlagelfand,"a month ago my coworker teased me for being such an #rstats nerd, today she has said both: ""janitor is my favourite package!"" and ""i'm so in love with R!"" pic.twitter.com/VahttWxsj0",3
65,2018-08-31 04:11:07,_juan_bernabe,We are happy to welcome you to our @EON_SE_en offices in Munich! Register now and join us! #DataScience #ai #rstats https:// twitter.com/applied_r/stat us/1034870889752485889 …,0
66,2018-08-31 04:10:59,thomas_mock,Saw this live in an internal webinar yesterday. - Plumber APIs for #rstats are #amazing ! https:// twitter.com/rstudio/status /1035215971923976192 …,0
67,2018-08-31 04:09:54,OmniAnalytics,Did you enjoy our #gganimate tall-to-wide illustration? We’ve published a blog walking through how to produce it step by step! Check it out here: https:// omnianalytics.io/2018/08/30/ani mating-the-data-transformation-process-with-gganimate/ … #rstats #DataIsBeautiful pic.twitter.com/bTKXfzJYSW,2
68,2018-08-31 04:07:17,pydotr,Frequentist #Statistics tries to make the world a Correct place. It is objective. #Bayesian Statistics tries to make the world a better place. It is subjective. #DataScience #AI #MachineLearning #rstats #python #ArtificialIntelligence #math,1
69,2018-08-31 04:05:02,davidejansen,"Is Julia the next big programming language? MIT thinks so, as version 1.0 lands https:// buff.ly/2NAqTbe #Julia #Python #rstats #MIT pic.twitter.com/dKgUJwyYwP",0
70,2018-08-31 04:03:24,rstatsdata,#rdata #rstats : Methods for determining lung volume - https:// cran.r-project.org/package=ISwR,0
71,2018-08-31 04:02:11,parashupreti,#rstats is there any #rmarkdown tutorial that uses a dataframe from a user's dataset and not a built in dataset such as #mtcars or #iris ?,0
72,2018-08-31 04:00:00,ahmedjr_16,#Review of #DeepLearning A-Z™ Hands-On Artificial #NeuralNetworks https:// goo.gl/YsMdVX #DataScience #DataScientist #rstats #AI #ArtificialIntelligence #Analytics #BigData #IoT #IIoT #tech #ML #dataviz #DataAnalytics #BI #BusinessIntelligence #IndustrialIoT #InternetOfThings,9
73,2018-08-31 03:59:27,d4tagirl,Ya estoy ansiosa por ir a #LatinR2018 a conocer a la comunidad de #rstats en Latinoamérica y compartir https:// twitter.com/LatinR2018/sta tus/1035195942872338433 …,2
74,2018-08-31 03:50:39,_ColinFay,"#RStats Twitter, the idea is to have enough data for a blogpost, so feel free to RT and answer with your own location https:// twitter.com/_ColinFay/stat us/1035091077794017285 …",3
75,2018-08-31 03:46:07,dataandme,"handy utility package by @jsugarelli … ""packagefinder: search for pkgs on CRAN from w/in the R console"" https:// buff.ly/2BXDFiX #rstats pic.twitter.com/3F7lGThBdP",10
76,2018-08-31 03:42:04,brandonmkopp,Congressional Districts with high percentages of federal government employees (as a percent of the population). #ACSData #rstats #shiny See More: https:// brandonkopp.shinyapps.io/ACSExplorer/ pic.twitter.com/9TjpC0wiHH,1
77,2018-08-31 03:41:52,bjungbogati,"Used ""arules"" package and did the market basket analysis. #day16 #day17 #100DaysofMLCode #100DaysOfCode #rstats",4
78,2018-08-31 03:37:36,SwampThingPaul,Accidental #rstats art . I think there is a twitter along those lines.,0
79,2018-08-31 03:36:20,BillPetti,"Anyone recognize this error when using devtools::document? Error in .f(.x[[i]], ...) : attempt to apply non-function #rstats https:// github.com/r-lib/devtools /issues/1855 …",0
80,2018-08-31 03:35:05,gp_pulipaka,Free eBook: #ApacheKafka and #Hazelcast -Caching Strategies Explained. #BigData #Analytics #NoSQL #Hadoop #DataScience #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books http:// bit.ly/2POvvvY pic.twitter.com/fdzbQNRHiU,19
81,2018-08-31 03:32:06,gp_pulipaka,Statistics and Computing: The Grammar of Graphics. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Statistics #Books http:// bit.ly/2PTEjB5 pic.twitter.com/qME0QL13J8,14
82,2018-08-31 03:32:03,ericgtaylor,so sad that I can't efficiently use my beloved #rstats w/ spark yet. https:// mindfulmachines.io/blog/2018/6/ap ache-spark-scala-vs-java-v-python-vs-r-vs-sql26 …,0
83,2018-08-31 03:30:43,gp_pulipaka,#IoT Edge Processing with #DeepLearning on HDF 3.2 and HDP 3.0 - Part 1. #BigData #Analytics #NoSQL #Hadoop #MachineLearning #DataScience #AI #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist http:// bit.ly/2ola0q2 pic.twitter.com/XqHY4nGsTq,15
84,2018-08-31 03:30:23,ai_korg,We can just write an Excel macro...that's what Doug used to say. #rstats,0
85,2018-08-31 03:30:00,whatsgoodio,if you need to build on a lots of libraries for either your maths or your viz #rstats and #python are better 1/2,0
86,2018-08-31 03:28:49,Aerodrive_India,New Mirai Botnet Strain Taps Aboriginal Linux to Spawn Across Devices. #BigData #Analytics #DataScience #Linux #CyberSecurity #IoT #IIoT #BotNet #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist http:// bit.ly/2PeroIy,2
87,2018-08-31 03:28:04,gp_pulipaka,Cheat Sheet: #HIVE for #SQL Users. #BigData #Analytics #NoSQL #Hadoop #MachineLearning #DataScience #AI #IoT #IIoT #C #CPP #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #Ruby #Rust #CloudComputing #Serverless #DataScientist #Linux http:// bit.ly/2NznBoQ pic.twitter.com/W2mhw2JvTc,20
88,2018-08-31 03:27:44,ellisvalentiner,Using #julialang to call #rstats to call #Python --- just because I can,0
89,2018-08-31 03:26:03,gp_pulipaka,What #Keras Models Are Missing (Bayesian #DeepLearning ). #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Statistics #Linux http:// bit.ly/2wqVEJm pic.twitter.com/TsYuy31pz1,10
90,2018-08-31 03:20:46,MKTJimmyxu,"I would like to add one point: Information #fusion (i.e., integrating insights from different sources) using customized dashboard ( #Tableau , #Shiny , #Rstats , Google Data Studio) is important but often ignored by most businesses. https:// twitter.com/RyanJCormier/s tatus/1035219208001540096 …",0
91,2018-08-31 03:16:23,dziennikarz,Najbardziej angażujący tweet o #rstats w ciągu ostatnich 12h. https:// twitter.com/StatGarrett/st atus/1035173810385969152 …,0
92,2018-08-31 03:12:50,tomhouslay,These #rstats tips are https:// twitter.com/WeAreRLadies/s tatus/1034801405213724672 …,1
93,2018-08-31 03:12:26,OTStats,Python or #rstats ?,0
94,2018-08-31 03:02:22,hugobowne,"When was the term ""Data Frame"" first used? I also welcome any historical memories. #rstats #pandas",8
95,2018-08-31 03:02:11,CRANberriesFeed,CRAN updates: intccr jomo http:// goo.gl/5g3iZ #rstats,0
96,2018-08-31 03:00:41,psolymos,"Check how to fit removal models with the detect #rstats package - v0.4-2 is on its way to CRAN with updated docs, check this tutorial http:// ow.ly/Ajpr30lC1x1 #boreal #bird #conservation pic.twitter.com/nfowI7WRQC",0
97,2018-08-31 02:53:01,Ceo_Branding,"Light your fire! #Technology , #Innovation , #Finance - make your mark #smartcities #bigdata #iot #writing #strategy #innovation #chooselove #rstats #smartcity #opendata #digitalmarketing #marketing #sales #bigdata #entrepreneur #startup #ceo #cmo pic.twitter.com/IZe9y15GWb",2
98,2018-08-31 02:51:06,NumFOCUS,"Don't miss the inaugural NumFOCUS Project Forum for Core Developers and Critical Users, Sept 24-25 in NYC View the schedule: https:// numfocus.org/forum2018 Register: https://www. eventbrite.com/e/2018-numfocu s-project-forum-for-core-developers-and-critical-users-tickets-47484741139 … Spread the word! #opensource #Sustainability #pydata #data #science #python #rstats #julialang pic.twitter.com/A8yTuTzmAv",0
99,2018-08-31 02:47:10,CedScherer,Today while searching for a recently published #rstats book I found this masterpiece from 1994 at our library. How to use a new fancy thing called #computer in #biology pic.twitter.com/O0Z3IqUA0A,0
100,2018-08-31 02:44:04,rweekly_live,"Slack and Plumber, Part One #rstats #datascience https:// link.rweekly.org/bjf",2
101,2018-08-31 02:40:13,RogerBohn,Open software #rstats continues to colonize areas that used to need dedicated packages. https:// twitter.com/StatGarrett/st atus/1035173810385969152 …,0
102,2018-08-31 02:33:43,frye_maggie,"Update: @SaraLopus & my paper ""Visualizing Africa's Educational Gender Gap"" in @SociusJournal now has data and code posted as supplemental files! http:// journals.sagepub.com/doi/10.1177/23 78023118795956 … #rstats pic.twitter.com/uihMYtghE2",3
103,2018-08-31 02:26:34,JasonTimm13,A new #shinyapp for fine-grained corpus search of lexical/grammatical patterns in context akin to #byucorpora . https:// jasontimm.shinyapps.io/corpuslingr_de mo/ … #corpuslinguistics #spacyr #textanalytics #rstats,0
104,2018-08-31 02:21:12,Benjaming_G,#SQL #FML #chr #rstats pic.twitter.com/Wcs6UCBKih,0
105,2018-08-31 02:15:10,rmflight,"Weird. Get a JSON parse error when reading in multiple files simultaneously using plan(multiprocess) furrr::future_map(json_files, read_them) But have no issues if I instead do: options(mc.cores = 10) parallel::mclapply(json_files, read_them) #rstats",0
106,2018-08-31 02:12:18,DBaker007,Learn Support Vector Machine ( #SVM ) from Scratch in #R | @DataScienceCtrl https:// goo.gl/9GUFeP #rstats #DataScience #abdsc pic.twitter.com/BXKQR91Cjh,4
107,2018-08-31 02:08:43,WinVectorLLC,#rstats Avoid the too many values coming from too many different environments anti-pattern http://www. win-vector.com/blog/2018/08/r -tip-put-your-values-in-columns/ …,0
108,2018-08-31 02:02:29,CRANberriesFeed,CRAN updates: GAS nearfar PeerPerformance http:// goo.gl/5g3iZ #rstats,0
109,2018-08-31 02:02:27,CRANberriesFeed,New CRAN package surrosurvROC with initial version 0.1.0 http:// goo.gl/pgljT #rstats,0
110,2018-08-31 02:02:23,CRANberriesFeed,New CRAN package qoma.smuggler with initial version 0.0.1 http:// goo.gl/pgljT #rstats,0
111,2018-08-31 02:02:10,CRANberriesFeed,New CRAN package g3viz with initial version 0.1.3 http:// goo.gl/pgljT #rstats,0
112,2018-08-31 02:02:08,dataandme,"ICYMI, cool gallery of ggplot-related pkgs: ""All Your Figure Are Belong to Us"" @yutannihilat_en https:// buff.ly/2lPSSHO #rstats #dataviz pic.twitter.com/MbhiV33p3N",40
113,2018-08-31 02:02:05,CRANberriesFeed,New CRAN package doremi with initial version 0.1.0 http:// goo.gl/pgljT #rstats,0
114,2018-08-31 01:59:46,parttimeanalyst,is making a part of your axis title sub or superscript the hardest part of ggplot? #rstats #ggplot,0
115,2018-08-31 01:57:47,RallidaeRule,Anyone have any experience reading in .LPK files into #rstats ?,2
116,2018-08-31 01:56:23,shawnnfraser,Here is an exciting new #stats OER: https:// goo.gl/j1HSJd Adaptation of #rstats text to @jamovistats and it's CC BY-SA 4.0!,5
117,2018-08-31 01:52:01,AshokNellikar,Deep Dive into Math Behind Deep Networks —engrossing post by @PiotrSkalski92 | #Analytics #DataScience #Linux #NeuralNetworks #BotNet #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #dataviz https:// towardsdatascience.com/https-medium-c om-piotr-skalski92-deep-dive-into-deep-networks-math-17660bc376ba … pic.twitter.com/Kbbjt6Y58n,9
118,2018-08-31 01:47:35,nadarkathiresh,AI’s biggest risk factor: Data gone wrong https://www. cio.com/article/325469 3/artificial-intelligence/ais-biggest-risk-factor-data-gone-wrong.html … via @CIOonline #BigData #Analytics #DataScience #Mathematics #Statistics #Python #RStats #TensorFlow #DataScientist #Books #IOT,0
119,2018-08-31 01:38:08,DerFredo,"Posted by Bob Carpenter, now on R-bloggers: StanCon Helsinki streaming live now (and tomorrow) #rstats https:// ift.tt/2C201zD",0
120,2018-08-31 01:37:08,DataScienceFr,StanCon Helsinki streaming live now (and tomorrow) - https:// ift.tt/2C201zD #rstats,0
121,2018-08-31 01:33:13,DataScientistsF,StanCon Helsinki streaming live now (and tomorrow) #rstats https:// ift.tt/2C201zD,0
122,2018-08-31 01:33:11,minisciencegirl,"Check out all the available functions for using plotly in #rstats . If you are looking for interactive data visualization while using similar coding logic as ggplot2, this is useful: https:// plot.ly/r/",0
123,2018-08-31 01:32:35,AnalyticsFr,StanCon Helsinki streaming live now (and tomorrow) - https:// ift.tt/2C201zD #rstats,0
124,2018-08-31 01:31:32,danyaljaveed,"Two agents control rackets to bounce a ball over a net. It hits the ball over the net, a reward of +0.1.... #Fintech #Insurtech #Marketing #Datascience #DL #Robotics #HealthTech #IoT #Python #RStats #TensorFlow #Serverless #Insurtech #martech #innovation https:// bit.ly/2Pl8UWN pic.twitter.com/sDNZuiQuNI",1
125,2018-08-31 01:29:06,AnalyticsFrance,StanCon Helsinki streaming live now (and tomorrow) - https:// ift.tt/2C201zD #rstats,0
126,2018-08-31 01:25:36,danyaljaveed,The Dark Secret at the Heart of AI. #BigData #Fintech #Insurtech #Marketing #Datascience #ML #DL #Robotics #HealthTech #IoT #tech #Python #RStats #TensorFlow #Serverless #Insurtech #martech #Digital #innovation #AI https://www. technologyreview.com/s/604087/the-d ark-secret-at-the-heart-of-ai/ … pic.twitter.com/xLU8R3Cd2L,5
127,2018-08-31 01:22:42,EamonCaddigan,Love these #rstats tips from @LucyStats ! I need to check out `glue`. https:// twitter.com/WeAreRLadies/s tatus/1034801405213724672 …,0
128,2018-08-31 01:11:04,verajosemanuel,Exploring correlations in #rstats with corrr https:// drsimonj.svbtle.com/exploring-corr elations-in-r-with-corrr … pic.twitter.com/6pYj1eqH7w,0
129,2018-08-31 01:10:56,Rbloggers,StanCon Helsinki streaming live now (and tomorrow) https:// wp.me/pMm6L-IbH #rstats #DataScience,2
130,2018-08-31 01:10:38,terrychristiani,This is both funny and informative. Learning about all different types of #rstats functions and users. https:// twitter.com/cantabile/stat us/1034207239857266688 …,0
131,2018-08-31 01:05:11,thinkR_fr,#Rstats - Zero-Inflated Poisson and Negative Binomial Models with GLMMadaptive by Dimitris Rizopoulos http:// ow.ly/XPa730lB6oY pic.twitter.com/ZLU9rPVWTZ,1
132,2018-08-31 01:03:52,TheStephLocke,"Use furrr! Parallelise reads of a variable number of files and combine into a single table easily #rstats #microblog library(furrr) plan(multicore) csv_list = list.files(pattern = ""\.csv$"") combined_df = future_map_dfr(csv_list, readr::read_csv)",9
133,2018-08-31 01:02:12,CRANberriesFeed,CRAN updates: RiskPortfolios smfsb tuneRanger http:// goo.gl/5g3iZ #rstats,0
134,2018-08-31 01:00:00,RLangTip,"Review and update selected packages to the latest version: update.packages(ask=""graphics"") #rstats",8
135,2018-08-31 00:58:39,lobrowR,in #rstats and ggplot is it possible to add confidence ellipses to ordination plots? easy in vegan but not sure in ggplot2 #ecology @BrianTrevelline,0
136,2018-08-31 00:55:48,FabioFavusMaxim,Glad to help! I am also self-taught and I know about the struggles. Feel free to ask me should you be stuck somewhere! One thing I love about the #rstats community is how helpful and supportive everyone is and I enjoy to give back if I can.,0
