,date,username,text,retweets numbers,geo
26,2018-04-30 05:25:40,NewsInTweetsCom,"Daily Mirror: Mum reveals cruel comments people make about brave son, 3, who battled back from deadly meningitis … https:// twitter.com/i/web/status/9 90682137467682817 … http:// newsintweets.com/daily-mirror-m um-reveals-cruel-comments-people-make-about-brave-son-3-who-battled-back-from-deadly-meningitis-https-t-co-jlttef1xiz/ … #NewsInTweets #WorldNewsInTweets",0,
27,2018-04-30 05:23:42,Allan78727186,Michelle Heaton blames her mastectomy for her son’s meningitis https:// dailym.ai/2FrGpkZ @DailyMailCeleb,0,
28,2018-04-30 05:16:00,CloserOnline,Michelle Heaton opens up about 'immense guilt' over son's meningitis following mastectomy https:// closeronline.co.uk/celebrity/news /michelle-heaton-guilt-over-mastectomy-son-meningitis/ … pic.twitter.com/CZGbckAukA,0,
29,2018-04-30 05:10:56,ostuition,"Childhood Meningitis Tied to Reduced Education, Employment Prospects http:// ow.ly/L8ZW30jJPb4 via @filtr8",0,
30,2018-04-30 05:03:10,grahamcashin,Meningitis apparently,0,
31,2018-04-30 05:00:36,UNICEFNicaragua,"Tétanos. Neumonía. Meningitis . En 2016 murieron más de 190,000 recién nacidos por enfermedades que se pueden prevenir mediante vacunas. Juntos, podemos cambiar esta situación. #LasVacunasFuncionan #ParaCadaNiño #CadaVidaCuenta pic.twitter.com/ijpKtlABZr",2,
32,2018-04-30 05:00:02,DailyMirror,"Mum reveals cruel comments people make about brave son, 3, who battled back from deadly meningitis https://www. mirror.co.uk/news/uk-news/l ittle-boy-who-lost-legs-12450463 … pic.twitter.com/bDfW7CDUQG",5,
33,2018-04-30 04:38:55,vilesIIaexend,meningitis,0,
34,2018-04-30 04:17:24,shmurro,my white blood cells just stood there and let my meningitis virus pass into my brain smh https:// twitter.com/paliwvs/status /990072901369024513 …,0,
35,2018-04-30 04:17:07,garciamendezsf,Meningitis,0,
36,2018-04-30 04:11:26,MaverickRainero,Michelle Heaton blamed herself for her baby getting meningitis ...,0,
37,2018-04-30 04:00:00,DailyMirror,"Mum reveals she was told 'to get a new son' after boy, 3, loses hands and legs to meningitis https://www. mirror.co.uk/news/uk-news/l ittle-boy-who-lost-legs-12450463 … pic.twitter.com/S4Ybph3hWL",4,
38,2018-04-30 03:58:14,porojocerradura,Consejos para tratar rápidamente la meningitis - http:// porelojodelacerradura.com.do/?p=509601 pic.twitter.com/jguy9Yv4bH,0,
39,2018-04-30 03:58:14,porojocerradura,Consejos para tratar rápidamente la meningitis - http:// porelojodelacerradura.com.do/?p=509601 pic.twitter.com/LdLOruD5EU,0,
40,2018-04-30 03:55:35,iruyacom,El gobierno de Urtubey culpa al gobierno nacional por la falta de vacuna para la meningitis http:// noticias.iruya.com/a/sociedad/sal ud/32051-el-gobierno-de-urtubey-culpa-al-gobierno-nacional-por-la-falta-de-vacuna-para-la-meningitis.html … #Salta via @iruyacom,0,
41,2018-04-30 03:46:05,CloserOnline,Michelle Heaton opens up about 'immense guilt' over son's meningitis following mastectomy https:// closeronline.co.uk/celebrity/news /michelle-heaton-guilt-over-mastectomy-son-meningitis/ … pic.twitter.com/VPamMc6ElY,0,
42,2018-04-30 03:38:02,maffie71,"...But we ought to strive to see the public becoming more aware of delirium,as they are nowadays with meningitis , sepsis etc.All of these conditions are very serious if mis/undiagnosed! Awareness & action are so v vital! By medics, & by the relatives/public!",0,
43,2018-04-30 03:16:56,Glaucia12855338,"this gorgeous boy celebrating 12 years today. Twice I almost lost. At 3 months of pregnancy and then at age 3, when she had meningitis . He is deaf in one ear and has dyslexia. But he is very fond of you. I do everything I can for him until I pass several twetees until you respond pic.twitter.com/DTZ7qE2pr3",0,
44,2018-04-30 03:10:04,NIHRCRN_tvsm,"Teenagers at selected schools in England, Wales and Scotland are being asked to take part in a trial into a meningitis B vaccine. @OfficialNIHR working with @UniofOxford http:// goo.gl/8uUqbF pic.twitter.com/lq1234ER5o",2,
45,2018-04-30 03:10:03,watchingeye,"AUSTRALIA :: Viral meningitis cases prompt alert in Illawarra, New South Wales ""Twelve people were diagnosed with viral meningitis , relatively common illness, all caused by an enterovirus, and were hospitalized as a result."" http:// outbreaknewstoday.com/viral-meningit is-cases-prompt-alert-illawarra-new-south-wales-65004/ …",0,
46,2018-04-30 03:06:33,i_shaww,There was a case of meningitis and someone in their village told the child's parents k murgha zibah kr k neck p bandho and they literally did that n dont know for how many days they kept it & their was so smell around the pt when the dr asked tb btaya falana told us to do this,0,
47,2018-04-30 02:28:01,RogueRad,"That's an all or none, rights are a continuum - meningitis (no rights) vs vaccination (full rights) - where in the spectrum does this fall & why?",0,
48,2018-04-30 02:22:22,flemo46,Ill in hospital rumours are he has meningitis,0,
49,2018-04-30 02:20:07,IBenReid,I spoke to mum Terri about Taylor’s inspirational story and how life has been since he defied all the odds. #meningitis https:// twitter.com/nottingham_pos t/status/990555595886551040 …,0,
50,2018-04-30 02:14:53,Glaucia12855338,"@prattprattpratt this gorgeous boy celebrating 12 years today. Twice I almost lost. At 3 months of pregnancy and then at age 3, when she had meningitis . He is deaf in one ear and has dyslexia. But he is very fond of you. I do everything I can for him until I pass several tweets pic.twitter.com/7BAG0u12l8",0,
51,2018-04-30 02:10:45,djanoglyacademy,Our next parents evening is year 9 Wednesday May 9th. Pupils received their appointment cards on Friday along with their NHS meningitis vaccine information - please ensure your child returns these tomorrow!,0,
52,2018-04-30 02:05:16,positivelyslim,Lifestyle Tips to Recover From Viral Meningitis http://www. charlenehutsebaut.com/?p=4001 pic.twitter.com/DoTZkGYvh0,1,
53,2018-04-30 01:49:16,RogueRad,"I don't think doctors should force vaccinations against parental wishes, not like abx for meningitis - do you agree?",0,
54,2018-04-30 01:24:58,NHydier,"Awesome, Laura truly is Supergirl! Especially since she overcame her own fight with Meningitis when she was born. I have even been inspired by this in my own struggle with Cerebral Palsy. She will always be My Supergirl!",1,
55,2018-04-30 01:24:50,carapeninggi,"Orang yang terjangkit Meningitis (Radang Selaput Otak) ada yg merasakan badannya selalu seperti posisi ""kayang""",0,
56,2018-04-30 01:22:54,AngelaGeguillan,Me: Reviewing Meningitis minsan talaga gusto ko ding magdoctor pero sigaw talaga ng heart ko dentist.,0,
57,2018-04-30 01:10:00,IrishSunOnline,Michelle Heaton reveals she thought her mastectomy was to blame for her son’s meningitis https://www. thesun.ie/tvandshowbiz/2 508114/michelle-heaton-reveals-she-thought-her-mastectomy-was-to-blame-for-her-sons-meningitis-and-how-going-through-the-menopause-at-35-has-left-her-with-no-confidence/ …,0,
58,2018-04-30 01:04:03,M_R_F,"Fantastic progress has been made in the past 20 years fighting devastating disease. But compared to others, progress has simply not been fast enough with meningitis . We want to see that change, with meningitis defeated everywhere by 2030. pic.twitter.com/jlgEoRGJmB",20,
59,2018-04-30 01:01:09,StGeorgesUni,We're recruiting local school students as part of a major national trial for a meningitis B vaccine. Here's more on the study: http:// bit.ly/2qkdj1q,1,
60,2018-04-30 00:33:08,MenopauseBee14,Michelle Heaton reveals she thought her mastectomy was to blame for her son's meningitis and ... #Menopause http:// dld.bz/gM6Um,2,
61,2018-04-30 00:25:13,NHydier,Indeed especially since she overcame her own fight with Meningitis when she was born. This has inspired me in my own struggle with Cerebral Palsy. To me Laura is a Real Supergirl!,3,
62,2018-04-30 00:14:08,btinjah,Turut berdukacita untuk tmn gue anak kostum yg MGKN mninggal krn sakit meningitis :(,0,
63,2018-04-30 00:01:12,nfSocialNews,UK Michelle Heaton reveals she thought her mastectomy was to blame for her son’s meningitis and how going through t... http:// notifeed.net/13017653 pic.twitter.com/eU7emh8K5E,0,
64,2018-04-29 23:55:53,RogueRad,"Since we all agree (I think) that doctors can give abx for meningitis even if parents object vehemently, I ask the other question https:// twitter.com/RogueRad/statu s/990600354806009856 …",0,
65,2018-04-29 23:51:56,Machaatt,อาการเหมือน meningitis ขอให้หายไวๆเด้อ,0,
66,2018-04-29 23:43:18,AlexPer28850,Por lo que se... meningitis .,0,
67,2018-04-29 23:33:12,OvarianB712,Michelle Heaton reveals she thought her mastectomy was to blame for her son's meningitis and ... #OvarianCancer http:// dld.bz/gM6GA,0,
68,2018-04-29 23:31:40,NHydier,"She truly is! Such an inspiration she is to me,because she overcame her own fight with Meningitis when she was born. Which has even inspired me in my own struggle with Cerebral Palsy. To me Laura is a Real Supergirl, love this pic!",1,
69,2018-04-29 23:31:17,YourKoinonia,"http:// goo.gl/QxeqzD - Update : My cousin's 2 yr. old baby boy (with viral meningitis ). is home from the hospital. He is still undergoing more tests, but doing better. Thank you, prayer warriors ! GOD is FAITHFUL !",0,
70,2018-04-29 23:28:24,aguanaraulluis,@FundacionBADAN Saludos. Se requiere con urgencia Colistina de 100mg. para paciente con meningitis . Gracias.,0,
71,2018-04-29 23:27:13,aguanaraulluis,Saludos. Se requiere con urgencia colistina de 100 mg para paciente con meningitis . Gracias.,1,
72,2018-04-29 23:25:29,whatsthemaata,"I know how you feel Tony had viral meningitis at 5 months, it's scary. I'm so happy Journey has recovered & is stronger than ever love you guys so much! Give her a biiiiig hug & kiss for me plz!",0,
73,2018-04-29 23:05:57,NHydier,"She will always be my Supergirl as well! Especially since she overcame her fight with Meningitis as a baby, which has inspired me in my struggle with Cerebral Palsy. To me she is a Real Supergirl!",1,
74,2018-04-29 23:01:42,mainepatty,Maine - Schools to require meningitis vaccine - https://www. mdislander.com/maine-news/sch ools-to-require-meningitis-vaccine …,0,
75,2018-04-29 22:57:59,RogueRad,"Good - well I have news for you. That makes doctors here part of the state, too. That means when doctors can force a child to have abx for meningitis - the state is winning. Looks like you're a bit late to the ""anti-state"" party",0,
76,2018-04-29 22:57:01,TheSun,Michelle Heaton reveals she thought her mastectomy was to blame for son’s meningitis http:// thesun.uk/6012Djkn6 pic.twitter.com/kmwi0tTLLp,0,
77,2018-04-29 22:49:32,NHydier,Eric Laura truly is a Real Supergirl to me because she overcame her fight with Meningitis when she was born which has even inspired me in my own struggle with Cerebral Palsy. To me she is a Real Supergirl. God bless.,2,
78,2018-04-29 22:48:59,ScottishSun,Michelle Heaton thought her mastectomy was to blame for son’s meningitis https://www. thescottishsun.co.uk/tvandshowbiz/2 572062/michelle-heaton-reveals-she-thought-her-mastectomy-was-to-blame-for-her-sons-meningitis-and-how-going-through-the-menopause-at-35-has-left-her-with-no-confidence/ … pic.twitter.com/p9B15JkGCo,0,
79,2018-04-29 22:45:58,Meredith2003xx,Yep. They haven’t announced anything else yet but apparently he has meningitis .,0,
80,2018-04-29 22:45:39,_da_za_i,頬が伸びるかと思ったじゃないか。 檞にも、してあげようか？(手を伸ばし),0,
81,2018-04-29 22:45:05,AlexMurdoch7,Which one is the pain that Ezekiel Stephan experienced as he slowly died in agony from untreated bacterial meningitis ?,0,
82,2018-04-29 22:43:53,RogueRad,Do parents have a right to stop treatment for meningitis ? IS THAT YOUR ARGUMENT (I'm going to imitate you :)),0,
83,2018-04-29 22:41:17,NHydier,She is mine as well especially in regards to her overcoming Meningitis which has helped me in my struggle with Cerebral Palsy. She will always be the Real Supergirl!,1,
84,2018-04-29 22:41:13,_da_za_i,凄く横暴だね？！(自身の頬を撫で),0,
85,2018-04-29 22:40:03,TheSunShowbiz,Michelle Heaton reveals she thought her mastectomy was to blame for her son’s meningitis and how going through the menopause at 35 has left her with no confidence https://www. thesun.co.uk/tvandshowbiz/6 169510/michelle-heaton-mastectomy-son-meningitis-menopause/ …,0,
86,2018-04-29 22:40:03,meredith_berger,People are surprised that children still get meningitis and surprised to learn of the destruction of the cochlea in children who become deaf as a result of meningits. It is amazing what doctors are now able to do for children this young. https://www. clarionledger.com/story/news/201 8/04/28/toddler-among-youngest-cochlear-implant-patients-world/556113002/ …,3,
87,2018-04-29 22:35:36,NHydier,She tduly is especially since she overcame meningitis as a baby which helps me in my struggle in cerebral palsy. Laura truly is my Supergirl!,1,
88,2018-04-29 22:34:36,_da_za_i,ちょ、ひっぱらにゃいでくれるかい？(引っ張られてるせいかまともに話せず),0,
89,2018-04-29 22:32:17,thegirlsun21,Michelle Heaton reveals she thought her mastectomy was to blame for her son’s meningitis and how going through the menopause at 35 has left her with no confidence http:// thegirlsun.com/michelle-heato n-reveals-she-thought-her-mastectomy-was-to-blame-for-her-sons-meningitis-and-how-going-through-the-menopause-at-35-has-left-her-with-no-confidence/ … pic.twitter.com/aw7dP8qkih,0,
90,2018-04-29 22:24:40,_da_za_i,くすっ、諦めてもらったさ。 おや、ありがとう。 折角の檞の誕生日だ、少し語らいたいではないか(くすくす),0,
91,2018-04-29 22:04:02,alexiap_alegre,"Any 2018. Vaig a veure a la meva àvia a la residència. Quan tenia 12/13 anys va patir una meningitis . El metge, mentre l'auscultava, va aprofitar per fer-li tocaments. Era l'any 1936. Venim de lluny. Ho explico jo perquè l'Alzheimer li ha esborrat de la memòria #cuéntalo",0,
92,2018-04-29 22:00:00,NHSSSCCG,"#Antibiotics are vital for treating infections, such as #meningitis , #pneumonia and #sepsis , but every year in England 5,000 deaths are caused because they are no longer working for some infections. Take your GP’s advice and help #KeepAntibioticsWorking - http:// bit.ly/2Gy1pJ0 pic.twitter.com/jZxYJOUxeY",2,
93,2018-04-29 21:59:10,FrenkKogi,"Radio 1- pomanjkljivo oglaševanje: "" Potrudite se, da vam klopni meningitis ne uniči življenja"" . A Jankovič mi ga pa lahko ?",0,
94,2018-04-29 21:59:09,_da_za_i,断ったさ(けらけら笑い) そうかもしれないけれど、話もしたいのだよね。,0,
95,2018-04-29 21:49:01,nycedaze,if only instead of mumps they were being plagued by an outbreak of bacterial meningitis at goldman sachs.,0,
96,2018-04-29 21:34:00,COMOmeningitis,"Harmonie-Rose, a British 4 year old who lost all 4 limbs to meningitis , has teamed up with @MeningitisNow to raise awareness of the signs and symptoms #AllMeningitisMatters https:// buff.ly/2FmaMcH",4,
97,2018-04-29 21:32:04,Semper_Viridis,"Y claro! Es extranjero y de piel oscura! Tiene que regalarle tiempo de trabajo a la empresa. Obveo pues neña! PS: @CarolinaDiAz_ eres una mujer mala, racista y de yapa tonta nivel post meningitis . https:// twitter.com/CarolinaDiAz_/ status/990286738148020225 …",5,
98,2018-04-29 21:30:13,drathreya,How can you identify the early symptoms of #meningitis ? Here are our tips to help you protect your family http:// ow.ly/gsDl30jextV #ImmunizeEurope #vaccineswork #privateGPs pic.twitter.com/Ke6xv288nI,0,
99,2018-04-29 21:29:02,Aumsri2,นุช ตามอาการเพื่อนด้วยนะคะ เชื้อเยื่อหุ้มสมองบางชนิด Meningococcal meningitis (เยื่อหุ้มสมองอักเสบจากเชื้อไข้กาฬหลังแอ่น) คนที่อยุใกล้ชิดต้องกินยาป้องกันนะคะ ตามผลเพาะเชื้อด้วยค่ะ,3,
100,2018-04-29 21:24:59,abelcaballero,"En el Ifevi, entregando los premios de la II Carrera Benéfica Gallega de Correpasillos, con motivo del Día Mundial contra la Meningitis . pic.twitter.com/MXRsCvbejY",1,
101,2018-04-29 21:15:00,HSEImm,"Every year in Ireland we see cases of #Meningitis , #WhoopingCough , #Mumps , #Rubella , #Hib & #Measles . These are vaccine preventable diseases. We must all get our vaccines on time to reduce the number of outbreaks of disease http://www. immunisation.ie #Vaccineswork #ImmunizeEurope pic.twitter.com/0QrGALejX4",1,
102,2018-04-29 21:14:37,b_margono,Bisa di RS Fatmawati & KKP Halim. Datang pagi2 u/ pendaftaran RT @info_depok : RT @ff4hlevi : mohon info suntik meningitis untuk umroh/haji di Depok ada dimana?,0,
103,2018-04-29 20:59:15,MizCazorla1,"Ben Ayade isn't owing salaries as far as I know. Same can't be said of Bello and maybe Yari.. Ayade didn't say "" meningitis is affecting the people because of their sins"" Yari said that.. LMAO! Ayade is lights ahead please..",0,
104,2018-04-29 20:55:29,Radio_Zocalo,Orientan sobre la meningitis . https:// goo.gl/mFfwev #Salud #PiedrasNegras #Meningitis https:// goo.gl/gWuycP pic.twitter.com/5dbfNZa6bt,0,
105,2018-04-29 20:52:43,Infomedicos,"“La Justicia rionegrina obligó a los padres del bebé nacido por parto domiciliario e internado en El Bolsón por meningitis , a cumplir con el plan nacional de vacunación” http://www. perfil.com/sociedad/no-va cunaron-a-un-bebe-y-esta-internado-por-meningitis-bacteriana.phtml … http://www. perfil.com/sociedad/no-va cunaron-a-un-bebe-y-esta-internado-por-meningitis-bacteriana.phtml …",5,
106,2018-04-29 20:47:42,SuperChannel_12,Orientan sobre la meningitis . https:// goo.gl/8VkKgb #Salud #PiedrasNegras #Meningitis pic.twitter.com/nHDAwMpTzl,0,
107,2018-04-29 20:40:08,NottinghamPost,Nottingham_Post : 'My son nearly died from meningitis - but we're fighting together every day' https://www. nottinghampost.com/news/local-new s/my-son-nearly-died-meningitis-1510645 … (via Twitter https:// twitter.com/Nottingham_Pos t/status/990555595886551040 … ) pic.twitter.com/S71FTEyfHX,1,
108,2018-04-29 20:38:23,pablo_balseiro,"La meningitis , como otras enfermedades, tiene la capacidad de matar. Por eso es muy peligroso favorecer el negocio de empresas privadas en la Sanidad. Mis condolencias",0,
109,2018-04-29 20:37:12,nottslive,'My son nearly died from meningitis - but we're fighting together every day' https://www. nottinghampost.com/news/local-new s/my-son-nearly-died-meningitis-1510645 …,3,
110,2018-04-29 20:26:02,noacarballa,"Consternación en Galicia y @NNGGpontevedra por la muerte de Pablo Carollo, líder de Nuevas Generaciones de la provincia. Llevaba una semana hospitalizado, en coma inducido por una meningitis . DEP. http://www. farodevigo.es/galicia/2018/0 4/29/muere-estradense-pablo-carollo-presidente/1881838.html …",1,
111,2018-04-29 20:23:11,ensgismau,La calima no solo produce problemas respiratorios. Tambien se asocia con MORTALIDAD por causas CARDIOVASCULARES. No solo se relaciona con casos de meningitis en Africa. Tambien en BARCELONA. https:// twitter.com/TiempoCom/stat us/990162970092232705 …,3,
112,2018-04-29 20:17:15,_da_za_i,今の仕事は意外と気に入っているのだよ。 姐さんには、マフィアに戻らないかと誘われているのだけどねぇ。 そういう事だねぇ。,0,
113,2018-04-29 20:16:23,tracy_merlin,Zamfara spends N350m in tackling Cerebro Spinal Meningitis https:// afroinsider.com/zamfara-spends -n350m-in-tackling-cerebro-spinal-meningitis/ …,0,
114,2018-04-29 20:13:11,UTAU_Cacilie,There's no way to know what kind of meningitis you or your child has without undergoing spinal fluid testing. Come here small child :),0,
115,2018-04-29 20:00:14,atusalud_medios,#SabíasQue existe una vacuna contra la #Meningitis ? Si no sabes de qué trata esta enfermedad ingresa ahora mismo aquí. → https:// goo.gl/jdQe4F #29Abr pic.twitter.com/h5D6FeDNIu,0,
116,2018-04-29 19:48:09,rebeccaloudrew,"@BootsUK Absolutely disgusting service!! Just went to Emersons Green, Bristol Boots store for my daughter's meningitis jab which I booked online 3 weeks ago. Arrived at store to be told that the pharmacist can't administer the jab and they don't do them on Sunday's!!",0,
117,2018-04-29 19:46:45,_da_za_i,嫌では無いのだよね(思案顔になり) おや、そうなのだね。 私は明日帰るのだよ。,0,
118,2018-04-29 19:44:29,apotekpeninggi,"Radang selaput otak ( meningitis ) dapat menyebabkan serangan epilepsi (sawan,ayan,dll)",0,
119,2018-04-29 19:43:42,_da_za_i,自殺とは違うのだよ。 心中とも違うからねぇ。 檞はゆっくり出来たのかい？,0,
120,2018-04-29 19:40:29,_da_za_i,あはは(笑) 過労死は流石の私も嫌だしねぇ。,0,
121,2018-04-29 19:37:29,_da_za_i,くすっ、手伝ってくれるなら助かるのだけれどねぇ。,0,
122,2018-04-29 19:37:28,Yaasin_gole,S̉ỈG̉N̉S̉ ỎF̉ M̉ẺN̉ỈN̉G̉ỈT̉ỈS̉ pic.twitter.com/t3adUUOe3T,0,
123,2018-04-29 19:30:02,ThaiSheffWHO,Our hpv tb and meningitis vaccine plans are aimed at hiv positive people and not all pre-adolescents. Sorry if this was not clear. #SheffWHO2018,0,
124,2018-04-29 19:23:23,ahnook,"18. Almost died of meningitis . Then almost got swallowed whole by depression, but survived that too. All other things seem so insignificant.",0,
125,2018-04-29 19:18:18,thewhistleng,"WHO: Meningitis Kills 46 Persons In Buhari's Home State, Katsina - http://www. thewhistle.ng/meningitis-kil ls-46-persons-katsina/ …",1,
126,2018-04-29 19:17:58,ObsSanidad,@newbsolutions crea un dispositivo para detectar la #meningitis infantil en 3 segundos https://www. actasanitaria.com/la-startup-new -born-solutions-crea-dispositivo-detecta-meningitis-infantil-tres-segundos/ …,1,
127,2018-04-29 18:39:23,info_depok,RT @ff4hlevi : mohon info suntik meningitis untuk umroh/haji di Depok ada dimana?,0,
128,2018-04-29 18:19:30,meddefs,meningitis : A cancerous tumor that develops in the tissue that lines the organs of the body,0,
129,2018-04-29 18:07:37,tvcnewsng,Zamfara spends N350m in tackling Cerebro Spinal Meningitis https:// tvcnews.tv/2018/04/zamfar a-spends-n350m-in-tackling-cerebro-spinal-meningitis/ …,0,
130,2018-04-29 18:00:52,DrJamesHannam,"This is our foster son's computing teacher, who lost both legs and his fingers to meningitis . Do read his remarkable story and see if you are able to donate something to help. https://www. justgiving.com/crowdfunding/g regsfund2walkagain?utm_id=1&utm_term=Gx6NqxWJM …",0,
131,2018-04-29 18:00:01,WHO_Europe_VPI,#Vaccines reduce #pneumonia #meningitis and #antibiotic use #vaccineswork #immunizeEurope http:// bit.ly/2IGEzi8,1,
132,2018-04-29 17:43:14,UTAU_Cacilie,It's easy to mistake the early signs and symptoms of meningitis for the flu. So that flu could be a little more serious than you think.,0,
133,2018-04-29 17:26:25,mideexpo,"Can you dive without sight? Can you dive without a leg? The answer is yes, YES YOU CAN! Cancer survivor Dr Anis Nurashikin Nordin and meningitis survivor Dr Yeoh Gim Aik are both keen divers and just proof that... https://www. facebook.com/mideexpo/posts /10155961640367034 …",0,
134,2018-04-29 17:23:49,micasaagustin,Buenos días http:// amigos.as empiezo las actividades de voluntariado con el precioso evento de asociación española contra la meningitis ll carrera benéfica galega de correpasillos con los pequeñines siendo voluntaria de la Caixa,0,
135,2018-04-29 16:53:29,platinum0,You haven’t seen chinchilla yet? Lolll no wonder people keep getting meningitis,0,
136,2018-04-29 16:43:46,edwarddeefund,Edward's friends and family are doing the St Annes Triathlon for @Meningitis Now #forEdward Text EDEE88 £5 to 70070 to sponsor them today. Thanks. http://www. justgiving.com/StAnnesTriathl on-forEdward …,0,
137,2018-04-29 16:27:33,smileonice,"@BBCRadio2 What music moves me? The music of @jennbostic Her song Not Yet is my theme song in life & Jealous of the Angels is helping me to heal after one of my closest friends passed away from meningitis 2 months ago. Jo, Cheshire #musicwithamessage #inspired #musicishealing",0,
138,2018-04-29 16:25:04,WonderEventsUK,This week marks the start of #ViralMeningitisAwarenessWeek . Do you know the signs and symptoms in babies & small children? #Meningitis http:// ow.ly/YkYM30jhV60 pic.twitter.com/B9h0fmjuA3,0,
