,date,username,text,retweets numbers,geo
107,2017-11-30 03:18:38,ToningTony,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know #Health #Networkmarketing ... http:// fb.me/5TiEoRlNU,0,
108,2017-11-30 03:17:05,SocialLifeMiami,UMass Amherst just declared a meningitis outbreak. Here's what you should know http:// ti.me/2i4dOJ7,0,
109,2017-11-30 03:16:19,SocialnnOpinion,Meningitis vaccines are out there and they are IMPORTANT! #VaccinesWork https:// twitter.com/TIME/status/93 5933133190549505 …,0,
110,2017-11-30 03:15:49,DrCsHealthBlurb,Healthzone: UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ht.ly/lMrG50fryQN,0,
111,2017-11-30 03:15:38,DivineforHealth,Health: UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ti.me/2Am4Lyk,1,
112,2017-11-30 03:14:29,aolblog,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// kenyawebsite.com/royalehealthfi tness/umass-amherst-just-declared-a-meningitis-outbreak-heres-what-to-know/ … pic.twitter.com/84peXYl1QG,0,
113,2017-11-30 03:14:06,serene_ie,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// dlvr.it/Q3VcMn #Uncategorized #Disease #healthytime pic.twitter.com/vFb24O6VzF,0,
114,2017-11-30 03:13:40,mediat_health,UMass Amherst Just Declared a Meningitis Outbreak. Here's What to Know: - UMass Amherst Just Declared a… https:// goo.gl/fb/m88pWh #Health US,0,
115,2017-11-30 03:11:33,anal0gr,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ift.tt/2j2mroq,0,
116,2017-11-30 03:11:19,nakhon224,"""UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know"" http:// ift.tt/2j2mroq #Time",0,
117,2017-11-30 03:11:17,Kristina_How,Read about UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know on http:// time.com !!!,0,
118,2017-11-30 03:11:16,info91810276,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// dlvr.it/Q3VcXY pic.twitter.com/QzutZu8NaH,0,
119,2017-11-30 03:11:15,BeautifulCAzone,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// dlvr.it/Q3VccH #health pic.twitter.com/vRF8D9WnXL,0,
120,2017-11-30 03:11:07,michaelrosa1979,UMass Amherst Just Declared a Meningitis Outbreak. Here's What to Know #Health http:// ift.tt/2j2mroq,0,
121,2017-11-30 03:11:03,thaitvnews,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ift.tt/2j2mroq,0,
122,2017-11-30 03:10:07,DavidJones_now,via @TIME : UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// dlvr.it/Q3VbLJ pic.twitter.com/NWPEi0DNBW,0,
123,2017-11-30 03:09:36,DreamPath_GA,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ift.tt/2j2mroq,0,
124,2017-11-30 03:09:36,PaginaNuova,TIME HEALTH - UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ift.tt/2j2mroq #PaginaNuova #Press,0,
125,2017-11-30 03:09:04,PaginaNuova,TIME TOP STORIES - UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// ift.tt/2j2mroq #PaginaNuova #Press,0,
126,2017-11-30 03:08:45,Wellness_Plow,UMass Amherst Just Declared a Meningitis Outbreak https://www. plow.io/post/umass-amh erst-just-declared-a-meningitis-outbreak?utm_source=Twitter&utm_campaign=Wellness … +1 YogaBot #Wellness,0,
127,2017-11-30 03:08:44,Health_Plow,UMass Amherst Just Declared a Meningitis Outbreak https://www. plow.io/post/umass-amh erst-just-declared-a-meningitis-outbreak?utm_source=Twitter&utm_campaign=Health … +1 YogaBot #Health,0,
128,2017-11-30 03:08:41,the__himanish,TIME: UMass Amherst just declared a meningitis outbreak. Here's what you should know http:// ti.me/2i4dOJ7,0,
129,2017-11-30 03:08:19,mirogeorgiev97,UMass Amherst Just Declared a Meningitis Outbreak. Here’s What to Know http:// time.com/5041303/umass- amherst-meningitis-outbreak/ … via @TIME,0,
130,2017-11-30 03:08:05,lucchaoui,"New top story from Time: http:// ift.tt/2j2mroq The University of Massachusetts Amherst has declared a meningitis outbreak on campus, after two students tested positive for the same strain of meningococcal disease, a type of bacterial infection known as meningitis when it in…",0,
131,2017-11-30 03:07:47,PrivateTeacher,"RT TIME ""UMass Amherst just declared a meningitis outbreak. Here's what you should know http:// ti.me/2i4dOJ7 """,0,
132,2017-11-30 03:07:02,TIME,UMass Amherst just declared a meningitis outbreak. Here's what you should know http:// ti.me/2i4dOJ7,59,
133,2017-11-30 03:05:39,bridlesnbits,My sister took her to one of the best vets in our area and they think the kitty has meningitis . We have a nearly 12 year old dog and a 13 week old puppy that have been living in the house together and was told Dollie (old dog) was throwing up last night,0,
134,2017-11-30 02:56:23,KtSundt,Ever since a news story broke about a 2 week old who died of meningitis from being kissed on the lips by an... http:// fb.me/BG6gucku,0,
135,2017-11-30 02:37:11,doctorkiran,Meningitis could be behind mystery illness in Liberia http:// crwd.fr/2q6YOPz pic.twitter.com/dqFdSyMFpG,0,
136,2017-11-30 02:33:55,UMAnursing,"We know many of our nurses are volunteering to administer vaccines, but be sure to get your own vaccination! All UMass Amherst undergrads are strongly encouraged to get a Meningitis B vaccine at one of four walk-in clinics beginning Nov. 30. Info: http:// umass.edu/meningitis pic.twitter.com/iTe5bMQlV9",2,
137,2017-11-30 02:33:03,Miaa310,"After all this fuss, I’m finially getting tested for meningitis always. trust. your. Instincts :)",0,
138,2017-11-30 02:30:46,Epilepsywarrior,EPILEPSY FAQ Does meningitis cause epilepsy? Meningitis can cause epilepsy if it injures the brain but does not always cause epilepsy.,2,
139,2017-11-30 02:30:22,MedicalLabMLO,"MLO November 29, 2017 newsletter: Biotin interference with lab tests, HIV being diagnosed sooner after infection, Massive meningitis inoculation clinics opened, Utah's hepatitis A outbreak grows, 900 vaccines given may be ineffective https://www. mlo-online.com/Labline/201711 /29/toc.htm …",0,
140,2017-11-30 02:25:10,SBS_UMass,"All UMass Amherst undergrads living on- and off-campus and grad students who live on-campus are strongly encouraged to get a Meningitis B vaccine at one of four walk-in clinics beginning tomorrow, Nov. 30th at the Cape Cod Lounge. More info: http:// umass.edu/meningitis pic.twitter.com/DxExDnZ11K",2,
141,2017-11-30 02:24:43,NMAtweets,"Sorcha was 11 when her mom, Janet, contracted bacterial meningitis and passed away. To fulfill a promise to her mother, Sorcha started a club at her school to spread awareness of meningitis . Watch Sorcha’s story: https:// youtu.be/IKZSlEVQ1zc",0,
142,2017-11-30 02:20:15,saltyspruce,"“I’ll tell you what I don’t want,” - @ThisSameShit “ Meningitis ?” - @egywl",1,
143,2017-11-30 02:18:07,UMassAmherst,"University Health Services strongly recommends that UMass Amherst undergrads living on- and off-campus and grad students who live on-campus get a Meningitis vaccine at walk-in clinics tomorrow, Dec.1, 4 and 5. Info: http:// umass.edu/meningitis pic.twitter.com/0HfQNpWHdb",10,
144,2017-11-30 02:18:07,EventsUMass,"University Health Services strongly recommends that UMass Amherst undergrads living on- and off-campus and grad students who live on-campus get a Meningitis vaccine at walk-in clinics tomorrow, Dec.1, 4 and 5. Info: http:// umass.edu/meningitis pic.twitter.com/w0Z9yHA5p2",2,
145,2017-11-30 02:12:35,adepojuhmd,Meningitis : Causes and Complications http:// safehealthlife.com/meningitis-cau ses-and-complications/ …,0,
146,2017-11-30 02:05:32,MilagroAguerre,"Para mí que ando en el campo cada tanto, este es un caso de meningitis irrecuperable. Pero no soy médica.",0,
147,2017-11-30 02:02:28,floopisamadman3,"My Spanish professor said she'd rather catch the meningitis outbreak than become a ""super-veggie"" (vegan) and i couldn't agree more",0,
148,2017-11-30 02:00:49,adepojuhmd,"Meningitis : Prevention, Diagnosis and Treatments http:// safehealthlife.com/meningitis-pre vention-and-treatments/ …",0,
149,2017-11-30 01:52:09,buckwriter,UMass Amherst announces meningitis outbreak on campus http://www. bostonglobe.com/metro/2017/11/ 28/umass-amherst-announces-meningitis-outbreak-campus/W1NmSFEprJHsR3JmTwbwdK/story.html?event=event25 … via @BostonGlobe,0,
150,2017-11-30 01:51:30,About_Kidneys,#Meningitis deaths families' vaccine bid http:// fb.me/3UVTZKPD0,0,
151,2017-11-30 01:42:06,Cristian_1511,Será por ello que te apodan Meningitis ? (Ataca a los niños),0,
